Week,Team,Player,Score,Position
6,Greg,Javonte Williams DEN (RB),3,Flex
6,Ivo,Brock Bowers LV (TE),7,Flex
6,Monaf,C.J. Stroud HOU (QB),20,QB
6,Gaybo,Andy Dalton CAR (QB),20,QB
6,Monaf,Bijan Robinson ATL (RB),22,RB1
6,Gaybo,Jordan Mason SF (RB),7,RB1
6,Monaf,Ray Davis BUF (RB),14,RB2
6,Gaybo,Roschon Johnson CHI (RB),2,RB2
6,Monaf,Marvin Harrison ARI (WR),0,WR1
6,Gaybo,Tyler Lockett SEA (WR),12,WR1
6,Monaf,Brandon Aiyuk SF (WR),3,WR2
6,Gaybo,Stefon Diggs HOU (WR),14,WR2
6,Monaf,Chicago Bears CHI (DEF),14,DEF
6,Gaybo,Buffalo Bills BUF (DEF),9,DEF
6,Monaf,Will Reichard MIN (K),0,K
6,Gaybo,Justin Tucker BAL (K),9,K
6,Monaf,DJ Moore CHI (WR),2,Flex
6,Gaybo,Jalen Tolbert DAL (WR),4,Flex
6,ATL,Lamar Jackson BAL (QB),21,QB
6,Doy,Kirk Cousins ATL (QB),15,QB
6,ATL,Jahmyr Gibbs DET (RB),8,RB1
6,Doy,Kenneth Walker SEA (RB),12,RB1
6,ATL,J.K. Dobbins LAC (RB),15,RB2
6,Doy,Breece Hall NYJ (RB),16,RB2
6,ATL,Drake London ATL (WR),13,WR1
6,Doy,Deebo Samuel SF (WR),24,WR1
6,ATL,A.J. Brown PHI (WR),19,WR2
6,Doy,Jayden Reed GB (WR),8,WR2
6,ATL,Houston Texans HOU (DEF),20,DEF
6,Doy,Pittsburgh Steelers PIT (DEF),11,DEF
6,ATL,Matt Gay IND (K),2,K
6,Doy,Tyler Bass BUF (K),1,K
6,ATL,Brian Thomas JAX (WR),2,Flex
6,Doy,Amari Cooper CLE (WR),4,Flex
6,Zeus,Kyler Murray ARI (QB),17,QB
6,Jay,Jordan Love GB (QB),39,QB
6,Zeus,Saquon Barkley PHI (RB),4,RB1
6,Jay,Josh Jacobs GB (RB),8,RB1
6,Zeus,Alvin Kamara NO (RB),12,RB2
6,Jay,Tony Pollard TEN (RB),17,RB2
6,Zeus,Chris Godwin TB (WR),29,WR1
6,Jay,CeeDee Lamb DAL (WR),8,WR1
6,Zeus,DK Metcalf SEA (WR),4,WR2
6,Jay,Zay Flowers BAL (WR),13,WR2
6,Zeus,Philadelphia Eagles PHI (DEF),13,DEF
6,Jay,Detroit Lions DET (DEF),23,DEF
6,Zeus,Evan McPherson CIN (K),3,K
6,Jay,Chase McLaughlin TB (K),1,K
6,Zeus,Joe Mixon HOU (RB),28,Flex
6,Jay,Chris Olave NO (WR),0,Flex
7,Zeus,Sam Darnold MIN (QB),18,QB
7,Monaf,C.J. Stroud HOU (QB),4,QB
7,Zeus,Saquon Barkley PHI (RB),24,RB1
7,Monaf,Bijan Robinson ATL (RB),20,RB1
7,Zeus,Alvin Kamara NO (RB),2,RB2
7,Monaf,James Cook BUF (RB),10,RB2
7,Zeus,Chris Godwin TB (WR),6,WR1
7,Monaf,Marvin Harrison ARI (WR),2,WR1
7,Zeus,DK Metcalf SEA (WR),18,WR2
7,Monaf,Brandon Aiyuk SF (WR),2,WR2
7,Zeus,Philadelphia Eagles PHI (DEF),30,DEF
7,Monaf,Las Vegas Raiders LV (DEF),5,DEF
7,Zeus,Younghoe Koo ATL (K),0,K
7,Monaf,Will Reichard MIN (K),12,K
7,Zeus,Joe Mixon HOU (RB),23,Flex
7,Monaf,Tank Dell HOU (WR),0,Flex
7,Elaf,Joe Burrow CIN (QB),18,QB
7,ATL,Lamar Jackson BAL (QB),52,QB
7,Elaf,Kareem Hunt KC (RB),19,RB1
7,ATL,Jahmyr Gibbs DET (RB),31,RB1
7,Elaf,Tyrone Tracy NYG (RB),2,RB2
7,ATL,J.K. Dobbins LAC (RB),6,RB2
7,Elaf,Amon-Ra St. Brown DET (WR),20,WR1
7,ATL,A.J. Brown PHI (WR),18,WR1
7,Elaf,Tee Higgins CIN (WR),16,WR2
7,ATL,Drake London ATL (WR),12,WR2
7,Elaf,Jacksonville Jaguars JAX (DEF),19,DEF
7,ATL,Houston Texans HOU (DEF),15,DEF
7,Elaf,Ka'imi Fairbairn HOU (K),10,K
7,ATL,Jason Myers SEA (K),9,K
7,Elaf,Kyle Pitts ATL (TE),6,Flex
7,ATL,Aaron Jones MIN (RB),20,Flex
7,Greg,Josh Allen BUF (QB),26,QB
7,Jay,Jordan Love GB (QB),27,QB
7,Greg,Derrick Henry BAL (RB),24,RB1
7,Jay,Josh Jacobs GB (RB),14,RB1
7,Greg,Chuba Hubbard CAR (RB),11,RB2
7,Jay,Tony Pollard TEN (RB),6,RB2
7,Greg,Justin Jefferson MIN (WR),16,WR1
7,Jay,Xavier Legette CAR (WR),0,WR1
7,Greg,Dalton Kincaid BUF (TE),5,WR2
7,Jay,Zay Flowers BAL (WR),2,WR2
7,Greg,New Orleans Saints NO (DEF),3,DEF
7,Jay,Detroit Lions DET (DEF),11,DEF
7,Greg,Jake Bates DET (K),9,K
7,Jay,Chase McLaughlin TB (K),1,K
7,Greg,Malik Nabers NYG (WR),4,Flex
7,Jay,Brian Robinson WAS (RB),13,Flex
7,Julio,Baker Mayfield TB (QB),39,QB
7,Kenny,Jared Goff DET (QB),28,QB
7,Julio,Tank Bigsby JAX (RB),23,RB1
7,Kenny,Kyren Williams LAR (RB),20,RB1
7,Julio,Austin Ekeler WAS (RB),1,RB2
7,Kenny,David Montgomery DET (RB),6,RB2
7,Julio,Mike Evans TB (WR),10,WR1
7,Kenny,Tyreek Hill MIA (WR),0,WR1
7,Julio,DeVonta Smith PHI (WR),0,WR2
7,Kenny,Jameson Williams DET (WR),0,WR2
7,Julio,Cleveland Browns CLE (DEF),6,DEF
7,Kenny,San Francisco 49ers SF (DEF),10,DEF
7,Julio,Jason Sanders MIA (K),3,K
7,Kenny,Chris Boswell PIT (K),5,K
7,Julio,George Pickens PIT (WR),18,Flex
7,Kenny,Zack Moss CIN (RB),3,Flex
7,Marco,Justin Herbert LAC (QB),11,QB
7,Doy,Kirk Cousins ATL (QB),11,QB
7,Marco,James Conner ARI (RB),15,RB1
7,Doy,Kenneth Walker SEA (RB),23,RB1
7,Marco,Najee Harris PIT (RB),17,RB2
7,Doy,Breece Hall NYJ (RB),20,RB2
7,Marco,Ja'Marr Chase CIN (WR),13,WR1
7,Doy,Deebo Samuel SF (WR),0,WR1
7,Marco,Garrett Wilson NYJ (WR),8,WR2
7,Doy,Jayden Reed GB (WR),1,WR2
7,Marco,Dallas Cowboys DAL (DEF),0,DEF
7,Doy,Denver Broncos DEN (DEF),32,DEF
7,Marco,Harrison Butker KC (K),0,K
7,Doy,Tyler Bass BUF (K),4,K
7,Marco,Terry McLaurin WAS (WR),9,Flex
7,Doy,Davante Adams LV (WR),3,Flex
7,Gaybo,Patrick Mahomes KC (QB),8,QB
7,Ivo,Matthew Stafford LAR (QB),0,QB
7,Gaybo,Jordan Mason SF (RB),6,RB1
7,Ivo,Chase Brown CIN (RB),4,RB1
7,Gaybo,Jaleel McLaughlin DEN (RB),3,RB2
7,Ivo,De'Von Achane MIA (RB),7,RB2
7,Gaybo,Travis Kelce KC (TE),1,WR1
7,Ivo,George Kittle SF (TE),9,WR1
7,Gaybo,Stefon Diggs HOU (WR),2,WR2
7,Ivo,Tre Tucker LV (WR),4,WR2
7,Gaybo,Buffalo Bills BUF (DEF),15,DEF
7,Ivo,New York Jets NYJ (DEF),-1,DEF
7,Gaybo,Justin Tucker BAL (K),7,K
7,Ivo,Blake Grupe NO (K),3,K
7,Gaybo,Raheem Mostert MIA (RB),5,Flex
7,Ivo,Brock Bowers LV (TE),9,Flex
8,Monaf,C.J. Stroud HOU (QB),17,QB
8,Kenny,Jared Goff DET (QB),21,QB
8,Monaf,Bijan Robinson ATL (RB),15,RB1
8,Kenny,David Montgomery DET (RB),15,RB1
8,Monaf,James Cook BUF (RB),25,RB2
8,Kenny,Kyren Williams LAR (RB),16,RB2
8,Monaf,DJ Moore CHI (WR),2,WR1
8,Kenny,Tyreek Hill MIA (WR),7,WR1
8,Monaf,Tank Dell HOU (WR),9,WR2
8,Kenny,Courtland Sutton DEN (WR),10,WR2
8,Monaf,Chicago Bears CHI (DEF),4,DEF
8,Kenny,San Francisco 49ers SF (DEF),10,DEF
8,Monaf,Will Reichard MIN (K),4,K
8,Kenny,Chris Boswell PIT (K),6,K
8,Monaf,Jaxon Smith-Njigba SEA (WR),6,Flex
8,Kenny,Nick Chubb CLE (RB),5,Flex
8,Gaybo,Tua Tagovailoa MIA (QB),17,QB
8,Doy,Kirk Cousins ATL (QB),46,QB
8,Gaybo,Jordan Mason SF (RB),1,RB1
8,Doy,Breece Hall NYJ (RB),8,RB1
8,Gaybo,Raheem Mostert MIA (RB),14,RB2
8,Doy,Kenneth Walker SEA (RB),4,RB2
8,Gaybo,Stefon Diggs HOU (WR),8,WR1
8,Doy,Davante Adams LV (WR),5,WR1
8,Gaybo,Travis Kelce KC (TE),15,WR2
8,Doy,Jayden Reed GB (WR),5,WR2
8,Gaybo,Buffalo Bills BUF (DEF),11,DEF
8,Doy,Denver Broncos DEN (DEF),10,DEF
8,Gaybo,Justin Tucker BAL (K),3,K
8,Doy,Tyler Bass BUF (K),1,K
8,Gaybo,Tyler Lockett SEA (WR),0,Flex
8,Doy,Amari Cooper CLE (WR),0,Flex
8,Julio,Jalen Hurts PHI (QB),40,QB
8,Jay,Jordan Love GB (QB),0,QB
8,Julio,Jonathan Taylor IND (RB),17,RB1
8,Jay,Josh Jacobs GB (RB),27,RB1
8,Julio,Tank Bigsby JAX (RB),7,RB2
8,Jay,Tony Pollard TEN (RB),11,RB2
8,Julio,George Pickens PIT (WR),7,WR1
8,Jay,CeeDee Lamb DAL (WR),28,WR1
8,Julio,DeVonta Smith PHI (WR),18,WR2
8,Jay,Chris Olave NO (WR),10,WR2
8,Julio,Baltimore Ravens BAL (DEF),7,DEF
8,Jay,Detroit Lions DET (DEF),27,DEF
8,Julio,Jason Sanders MIA (K),7,K
8,Jay,Chase McLaughlin TB (K),6,K
8,Julio,Rachaad White TB (RB),12,Flex
8,Jay,Brian Robinson WAS (RB),7,Flex
8,Elaf,Joe Burrow CIN (QB),14,QB
8,Greg,Josh Allen BUF (QB),23,QB
8,Elaf,De'Von Achane MIA (RB),21,RB1
8,Greg,Derrick Henry BAL (RB),13,RB1
8,Elaf,D'Andre Swift CHI (RB),23,RB2
8,Greg,Javonte Williams DEN (RB),4,RB2
8,Elaf,Amon-Ra St. Brown DET (WR),6,WR1
8,Greg,Justin Jefferson MIN (WR),11,WR1
8,Elaf,Dontayvion Wicks GB (WR),1,WR2
8,Greg,Cooper Kupp LAR (WR),11,WR2
8,Elaf,Jacksonville Jaguars JAX (DEF),5,DEF
8,Greg,Tampa Bay Buccaneers TB (DEF),9,DEF
8,Elaf,Ka'imi Fairbairn HOU (K),9,K
8,Greg,Brandon McManus GB (K),13,K
8,Elaf,Jalen McMillan TB (WR),4,Flex
8,Greg,Malik Nabers NYG (WR),7,Flex
8,ATL,Lamar Jackson BAL (QB),28,QB
8,Ivo,Russell Wilson PIT (QB),19,QB
8,ATL,Jahmyr Gibbs DET (RB),25,RB1
8,Ivo,Kareem Hunt KC (RB),11,RB1
8,ATL,Aaron Jones MIN (RB),8,RB2
8,Ivo,Chase Brown CIN (RB),9,RB2
8,ATL,A.J. Brown PHI (WR),8,WR1
8,Ivo,Brock Bowers LV (TE),5,WR1
8,ATL,Drake London ATL (WR),3,WR2
8,Ivo,George Kittle SF (TE),18,WR2
8,ATL,Kansas City Chiefs KC (DEF),13,DEF
8,Ivo,New York Jets NYJ (DEF),4,DEF
8,ATL,Jason Myers SEA (K),3,K
8,Ivo,Blake Grupe NO (K),6,K
8,ATL,Brian Thomas JAX (WR),13,Flex
8,Ivo,Bucky Irving TB (RB),8,Flex
8,Marco,Caleb Williams CHI (QB),7,QB
8,Zeus,Sam Darnold MIN (QB),22,QB
8,Marco,James Conner ARI (RB),12,RB1
8,Zeus,Saquon Barkley PHI (RB),10,RB1
8,Marco,Najee Harris PIT (RB),12,RB2
8,Zeus,Joe Mixon HOU (RB),20,RB2
8,Marco,Ja'Marr Chase CIN (WR),11,WR1
8,Zeus,Jaylen Waddle MIA (WR),4,WR1
8,Marco,Garrett Wilson NYJ (WR),11,WR2
8,Zeus,Rashod Bateman BAL (WR),2,WR2
8,Marco,Dallas Cowboys DAL (DEF),4,DEF
8,Zeus,Philadelphia Eagles PHI (DEF),8,DEF
8,Marco,Brandon Aubrey DAL (K),1,K
8,Zeus,Younghoe Koo ATL (K),3,K
8,Marco,Terry McLaurin WAS (WR),12,Flex
8,Zeus,Alvin Kamara NO (RB),11,Flex
9,Elaf,Joe Burrow CIN (QB),47,QB
9,Doy,Kirk Cousins ATL (QB),31,QB
9,Elaf,De'Von Achane MIA (RB),24,RB1
9,Doy,Breece Hall NYJ (RB),8,RB1
9,Elaf,D'Andre Swift CHI (RB),8,RB2
9,Doy,Kenneth Walker SEA (RB),10,RB2
9,Elaf,Amon-Ra St. Brown DET (WR),11,WR1
9,Doy,Jayden Reed GB (WR),11,WR1
9,Elaf,Ladd McConkey LAC (WR),6,WR2
9,Doy,Davante Adams LV (WR),18,WR2
9,Elaf,Jacksonville Jaguars JAX (DEF),18,DEF
9,Doy,Denver Broncos DEN (DEF),-1,DEF
9,Elaf,Ka'imi Fairbairn HOU (K),7,K
9,Doy,Tyler Bass BUF (K),18,K
9,Elaf,Tyrone Tracy NYG (RB),6,Flex
9,Doy,Jordan Addison MIN (WR),10,Flex
9,ATL,Attalah Elkadi NVC (WR),0,QB
9,Kenny,Jared Goff DET (QB),9,QB
9,ATL,Attalah Elkadi NVC (WR),0,RB1
9,Kenny,Kyren Williams LAR (RB),8,RB1
9,ATL,Attalah Elkadi NVC (WR),0,RB2
9,Kenny,David Montgomery DET (RB),9,RB2
9,ATL,Attalah Elkadi NVC (WR),0,WR1
9,Kenny,Tyreek Hill MIA (WR),8,WR1
9,ATL,Attalah Elkadi NVC (WR),0,WR2
9,Kenny,Courtland Sutton DEN (WR),18,WR2
9,ATL,Attalah Elkadi NVC (WR),0,DEF
9,Kenny,New England Patriots NE (DEF),5,DEF
9,ATL,Attalah Elkadi NVC (WR),0,K
9,Kenny,Cameron Dicker LAC (K),0,K
9,ATL,Attalah Elkadi NVC (WR),0,Flex
9,Kenny,Nick Chubb CLE (RB),3,Flex
9,Julio,Jalen Hurts PHI (QB),38,QB
9,Marco,Caleb Williams CHI (QB),9,QB
9,Julio,Jonathan Taylor IND (RB),5,RB1
9,Marco,James Conner ARI (RB),11,RB1
9,Julio,Travis Etienne JAX (RB),2,RB2
9,Marco,Miles Sanders CAR (RB),0,RB2
9,Julio,DeVonta Smith PHI (WR),16,WR1
9,Marco,Ja'Marr Chase CIN (WR),4,WR1
9,Julio,Darnell Mooney ATL (WR),17,WR2
9,Marco,Terry McLaurin WAS (WR),14,WR2
9,Julio,Baltimore Ravens BAL (DEF),14,DEF
9,Marco,Dallas Cowboys DAL (DEF),7,DEF
9,Julio,Jason Sanders MIA (K),4,K
9,Marco,Brandon Aubrey DAL (K),9,K
9,Julio,Austin Ekeler WAS (RB),14,Flex
9,Marco,Garrett Wilson NYJ (WR),25,Flex
9,Monaf,C.J. Stroud HOU (QB),8,QB
9,Greg,Josh Allen BUF (QB),32,QB
9,Monaf,Bijan Robinson ATL (RB),13,RB1
9,Greg,Derrick Henry BAL (RB),24,RB1
9,Monaf,James Cook BUF (RB),6,RB2
9,Greg,Chuba Hubbard CAR (RB),20,RB2
9,Monaf,Marvin Harrison ARI (WR),3,WR1
9,Greg,Justin Jefferson MIN (WR),13,WR1
9,Monaf,Tank Dell HOU (WR),12,WR2
9,Greg,Cooper Kupp LAR (WR),10,WR2
9,Monaf,Los Angeles Chargers LAC (DEF),24,DEF
9,Greg,New Orleans Saints NO (DEF),5,DEF
9,Monaf,Will Reichard MIN (K),0,K
9,Greg,Brandon McManus GB (K),6,K
9,Monaf,Rico Dowdle DAL (RB),16,Flex
9,Greg,Malik Nabers NYG (WR),5,Flex
9,Ivo,Matthew Stafford LAR (QB),23,QB
9,Jay,Jordan Love GB (QB),9,QB
9,Ivo,Kareem Hunt KC (RB),17,RB1
9,Jay,Josh Jacobs GB (RB),10,RB1
9,Ivo,Chase Brown CIN (RB),21,RB2
9,Jay,Tony Pollard TEN (RB),14,RB2
9,Ivo,Jakobi Meyers LV (WR),10,WR1
9,Jay,CeeDee Lamb DAL (WR),5,WR1
9,Ivo,Brock Bowers LV (TE),12,WR2
9,Jay,Chris Olave NO (WR),1,WR2
9,Ivo,Cincinnati Bengals CIN (DEF),16,DEF
9,Jay,Detroit Lions DET (DEF),11,DEF
9,Ivo,Blake Grupe NO (K),10,K
9,Jay,Chase McLaughlin TB (K),3,K
9,Ivo,Bucky Irving TB (RB),3,Flex
9,Jay,Rhamondre Stevenson NE (RB),16,Flex
9,Gaybo,Patrick Mahomes KC (QB),29,QB
9,Zeus,Sam Darnold MIN (QB),27,QB
9,Gaybo,Raheem Mostert MIA (RB),8,RB1
9,Zeus,Saquon Barkley PHI (RB),34,RB1
9,Gaybo,Roschon Johnson CHI (RB),1,RB2
9,Zeus,Joe Mixon HOU (RB),16,RB2
9,Gaybo,Travis Kelce KC (TE),10,WR1
9,Zeus,Josh Downs IND (WR),6,WR1
9,Gaybo,Khalil Shakir BUF (WR),5,WR2
9,Zeus,Rome Odunze CHI (WR),10,WR2
9,Gaybo,Buffalo Bills BUF (DEF),5,DEF
9,Zeus,Philadelphia Eagles PHI (DEF),13,DEF
9,Gaybo,Justin Tucker BAL (K),6,K
9,Zeus,Younghoe Koo ATL (K),0,K
9,Gaybo,Michael Pittman IND (WR),1,Flex
9,Zeus,Alvin Kamara NO (RB),21,Flex
10,Elaf,Joe Burrow CIN (QB),56,QB
10,Kenny,Jared Goff DET (QB),15,QB
10,Elaf,De'Von Achane MIA (RB),4,RB1
10,Kenny,Kyren Williams LAR (RB),8,RB1
10,Elaf,D'Andre Swift CHI (RB),5,RB2
10,Kenny,David Montgomery DET (RB),11,RB2
10,Elaf,Amon-Ra St. Brown DET (WR),12,WR1
10,Kenny,Tyreek Hill MIA (WR),8,WR1
10,Elaf,Ladd McConkey LAC (WR),5,WR2
10,Kenny,Jameson Williams DET (WR),5,WR2
10,Elaf,Jacksonville Jaguars JAX (DEF),11,DEF
10,Kenny,San Francisco 49ers SF (DEF),4,DEF
10,Elaf,Ka'imi Fairbairn HOU (K),10,K
10,Kenny,Chris Boswell PIT (K),0,K
10,Elaf,Tyrone Tracy NYG (RB),19,Flex
10,Kenny,Courtland Sutton DEN (WR),16,Flex
10,Julio,Jalen Hurts PHI (QB),36,QB
10,Doy,Kirk Cousins ATL (QB),10,QB
10,Julio,Jonathan Taylor IND (RB),11,RB1
10,Doy,Breece Hall NYJ (RB),8,RB1
10,Julio,Austin Ekeler WAS (RB),16,RB2
10,Doy,Jaylen Warren PIT (RB),8,RB2
10,Julio,George Pickens PIT (WR),16,WR1
10,Doy,Davante Adams LV (WR),3,WR1
10,Julio,DeVonta Smith PHI (WR),1,WR2
10,Doy,Deebo Samuel SF (WR),7,WR2
10,Julio,Minnesota Vikings MIN (DEF),25,DEF
10,Doy,Pittsburgh Steelers PIT (DEF),9,DEF
10,Julio,Jason Sanders MIA (K),15,K
10,Doy,Tyler Bass BUF (K),5,K
10,Julio,Darnell Mooney ATL (WR),9,Flex
10,Doy,Jordan Addison MIN (WR),2,Flex
10,Monaf,C.J. Stroud HOU (QB),17,QB
10,Jay,Cooper Rush DAL (QB),3,QB
10,Monaf,Bijan Robinson ATL (RB),30,RB1
10,Jay,Rhamondre Stevenson NE (RB),7,RB1
10,Monaf,James Cook BUF (RB),16,RB2
10,Jay,Tony Pollard TEN (RB),5,RB2
10,Monaf,Marvin Harrison ARI (WR),12,WR1
10,Jay,CeeDee Lamb DAL (WR),2,WR1
10,Monaf,Tank Dell HOU (WR),3,WR2
10,Jay,Zay Flowers BAL (WR),3,WR2
10,Monaf,Los Angeles Chargers LAC (DEF),14,DEF
10,Jay,Detroit Lions DET (DEF),14,DEF
10,Monaf,Will Reichard MIN (K),0,K
10,Jay,Chase McLaughlin TB (K),4,K
10,Monaf,Rico Dowdle DAL (RB),5,Flex
10,Jay,Xavier Legette CAR (WR),4,Flex
10,ATL,Lamar Jackson BAL (QB),50,QB
10,Marco,Caleb Williams CHI (QB),4,QB
10,ATL,Jahmyr Gibbs DET (RB),10,RB1
10,Marco,James Conner ARI (RB),17,RB1
10,ATL,Aaron Jones MIN (RB),9,RB2
10,Marco,Najee Harris PIT (RB),11,RB2
10,ATL,A.J. Brown PHI (WR),10,WR1
10,Marco,Puka Nacua LAR (WR),9,WR1
10,ATL,Drake London ATL (WR),9,WR2
10,Marco,Garrett Wilson NYJ (WR),4,WR2
10,ATL,Kansas City Chiefs KC (DEF),4,DEF
10,Marco,Dallas Cowboys DAL (DEF),16,DEF
10,ATL,Matt Gay IND (K),2,K
10,Marco,Brandon Aubrey DAL (K),4,K
10,ATL,J.K. Dobbins LAC (RB),5,Flex
10,Marco,Terry McLaurin WAS (WR),11,Flex
10,Gaybo,Patrick Mahomes KC (QB),17,QB
10,Greg,Josh Allen BUF (QB),19,QB
10,Gaybo,Christian McCaffrey SF (RB),9,RB1
10,Greg,Derrick Henry BAL (RB),12,RB1
10,Gaybo,Raheem Mostert MIA (RB),3,RB2
10,Greg,Javonte Williams DEN (RB),0,RB2
10,Gaybo,Travis Kelce KC (TE),12,WR1
10,Greg,Justin Jefferson MIN (WR),4,WR1
10,Gaybo,Khalil Shakir BUF (WR),5,WR2
10,Greg,Cooper Kupp LAR (WR),8,WR2
10,Gaybo,Buffalo Bills BUF (DEF),28,DEF
10,Greg,New Orleans Saints NO (DEF),9,DEF
10,Gaybo,Matt Prater ARI (K),0,K
10,Greg,Jake Bates DET (K),18,K
10,Gaybo,Roschon Johnson CHI (RB),0,Flex
10,Greg,Dalton Kincaid BUF (TE),2,Flex
10,Ivo,Matthew Stafford LAR (QB),8,QB
10,Zeus,Sam Darnold MIN (QB),6,QB
10,Ivo,Kareem Hunt KC (RB),9,RB1
10,Zeus,Saquon Barkley PHI (RB),7,RB1
10,Ivo,Chase Brown CIN (RB),15,RB2
10,Zeus,Alvin Kamara NO (RB),10,RB2
10,Ivo,Nico Collins HOU (WR),0,WR1
10,Zeus,Jaylen Waddle MIA (WR),5,WR1
10,Ivo,George Kittle SF (TE),12,WR2
10,Zeus,Josh Downs IND (WR),7,WR2
10,Ivo,Cincinnati Bengals CIN (DEF),-3,DEF
10,Zeus,Philadelphia Eagles PHI (DEF),31,DEF
10,Ivo,Blake Grupe NO (K),4,K
10,Zeus,Younghoe Koo ATL (K),1,K
10,Ivo,Bucky Irving TB (RB),15,Flex
10,Zeus,Joe Mixon HOU (RB),14,Flex
11,Elaf,Joe Burrow CIN (QB),40,QB
11,Marco,Justin Herbert LAC (QB),33,QB
11,Elaf,De'Von Achane MIA (RB),15,RB1
11,Marco,Cam Akers HOU (RB),10,RB1
11,Elaf,D'Andre Swift CHI (RB),17,RB2
11,Marco,Najee Harris PIT (RB),9,RB2
11,Elaf,Amon-Ra St. Brown DET (WR),30,WR1
11,Marco,Ja'Marr Chase CIN (WR),20,WR1
11,Elaf,Ladd McConkey LAC (WR),12,WR2
11,Marco,Puka Nacua LAR (WR),19,WR2
11,Elaf,Jacksonville Jaguars JAX (DEF),0,DEF
11,Marco,Dallas Cowboys DAL (DEF),5,DEF
11,Elaf,Ka'imi Fairbairn HOU (K),4,K
11,Marco,Brandon Aubrey DAL (K),6,K
11,Elaf,Tee Higgins CIN (WR),20,Flex
11,Marco,Terry McLaurin WAS (WR),1,Flex
11,Kenny,Jared Goff DET (QB),47,QB
11,Doy,Geno Smith SEA (QB),15,QB
11,Kenny,Kyren Williams LAR (RB),8,RB1
11,Doy,Breece Hall NYJ (RB),26,RB1
11,Kenny,David Montgomery DET (RB),21,RB2
11,Doy,Kenneth Walker SEA (RB),11,RB2
11,Kenny,Tyreek Hill MIA (WR),12,WR1
11,Doy,Deebo Samuel SF (WR),2,WR1
11,Kenny,Jameson Williams DET (WR),22,WR2
11,Doy,Jayden Reed GB (WR),9,WR2
11,Kenny,San Francisco 49ers SF (DEF),11,DEF
11,Doy,Denver Broncos DEN (DEF),11,DEF
11,Kenny,Chris Boswell PIT (K),25,K
11,Doy,Tyler Bass BUF (K),3,K
11,Kenny,Nick Chubb CLE (RB),5,Flex
11,Doy,Davante Adams LV (WR),7,Flex
11,ATL,Lamar Jackson BAL (QB),17,QB
11,Julio,Jalen Hurts PHI (QB),18,QB
11,ATL,Jahmyr Gibbs DET (RB),17,RB1
11,Julio,Jonathan Taylor IND (RB),5,RB1
11,ATL,Aaron Jones MIN (RB),3,RB2
11,Julio,Austin Ekeler WAS (RB),8,RB2
11,ATL,A.J. Brown PHI (WR),6,WR1
11,Julio,George Pickens PIT (WR),8,WR1
11,ATL,Calvin Ridley TEN (WR),5,WR2
11,Julio,DeVonta Smith PHI (WR),2,WR2
11,ATL,Houston Texans HOU (DEF),27,DEF
11,Julio,Minnesota Vikings MIN (DEF),13,DEF
11,ATL,Matt Gay IND (K),12,K
11,Julio,Jason Sanders MIA (K),6,K
11,ATL,J.K. Dobbins LAC (RB),19,Flex
11,Julio,Travis Etienne JAX (RB),2,Flex
11,Zeus,Sam Darnold MIN (QB),26,QB
11,Greg,Josh Allen BUF (QB),27,QB
11,Zeus,Joe Mixon HOU (RB),36,RB1
11,Greg,Derrick Henry BAL (RB),12,RB1
11,Zeus,Saquon Barkley PHI (RB),36,RB2
11,Greg,Audric Estime DEN (RB),1,RB2
11,Zeus,DK Metcalf SEA (WR),7,WR1
11,Greg,Justin Jefferson MIN (WR),8,WR1
11,Zeus,Ricky Pearsall SF (WR),0,WR2
11,Greg,Cooper Kupp LAR (WR),28,WR2
11,Zeus,Indianapolis Colts IND (DEF),6,DEF
11,Greg,New Orleans Saints NO (DEF),6,DEF
11,Zeus,Younghoe Koo ATL (K),9,K
11,Greg,Brandon McManus GB (K),0,K
11,Zeus,Alvin Kamara NO (RB),8,Flex
11,Greg,Keenan Allen CHI (WR),4,Flex
11,Gaybo,Patrick Mahomes KC (QB),18,QB
11,Jay,Jordan Love GB (QB),21,QB
11,Gaybo,Christian McCaffrey SF (RB),8,RB1
11,Jay,Brian Robinson WAS (RB),12,RB1
11,Gaybo,Raheem Mostert MIA (RB),0,RB2
11,Jay,Rhamondre Stevenson NE (RB),8,RB2
11,Gaybo,Travis Kelce KC (TE),0,WR1
11,Jay,CeeDee Lamb DAL (WR),10,WR1
11,Gaybo,Khalil Shakir BUF (WR),7,WR2
11,Jay,Zay Flowers BAL (WR),10,WR2
11,Gaybo,Miami Dolphins MIA (DEF),9,DEF
11,Jay,Detroit Lions DET (DEF),11,DEF
11,Gaybo,Justin Tucker BAL (K),6,K
11,Jay,Jake Elliott PHI (K),4,K
11,Gaybo,Tyler Lockett SEA (WR),1,Flex
11,Jay,Josh Jacobs GB (RB),18,Flex
11,Ivo,Russell Wilson PIT (QB),6,QB
11,Monaf,C.J. Stroud HOU (QB),13,QB
11,Ivo,Kareem Hunt KC (RB),6,RB1
11,Monaf,Bijan Robinson ATL (RB),6,RB1
11,Ivo,Chase Brown CIN (RB),13,RB2
11,Monaf,James Cook BUF (RB),15,RB2
11,Ivo,Nico Collins HOU (WR),5,WR1
11,Monaf,Cedric Tillman CLE (WR),4,WR1
11,Ivo,George Kittle SF (TE),0,WR2
11,Monaf,Tank Dell HOU (WR),5,WR2
11,Ivo,New York Jets NYJ (DEF),7,DEF
